GID	Pathway	Pathway_Name	Pathway_Class
MD00G1048100	ko05152	Tuberculosis	Human Diseases
MD00G1048100	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD00G1048100	ko05162	Measles	Human Diseases
MD00G1048100	ko05169	Epstein-Barr virus infection	Human Diseases
MD00G1048100	ko05145	Toxoplasmosis	Human Diseases
MD00G1048100	ko05140	Leishmaniasis	Human Diseases
MD00G1048100	ko05142	Chagas disease (American trypanosomiasis)	Human Diseases
MD00G1048300	ko04010	MAPK signaling pathway	Environmental Information Processing
MD00G1048300	ko04064	NF-kappa B signaling pathway	Environmental Information Processing
MD00G1048300	ko04620	Toll-like receptor signaling pathway	Organismal Systems
MD00G1048300	ko04624	Toll and Imd signaling pathway	Organismal Systems
MD00G1048300	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD00G1048300	ko05133	Pertussis	Human Diseases
MD00G1048300	ko05152	Tuberculosis	Human Diseases
MD00G1048300	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD00G1048300	ko05162	Measles	Human Diseases
MD00G1048300	ko05169	Epstein-Barr virus infection	Human Diseases
MD00G1048300	ko05145	Toxoplasmosis	Human Diseases
MD00G1048300	ko05140	Leishmaniasis	Human Diseases
MD00G1048300	ko05142	Chagas disease (American trypanosomiasis)	Human Diseases
MD00G1048800	ko00053	Ascorbate and aldarate metabolism	Metabolism
MD00G1049000	ko00906	Carotenoid biosynthesis	Metabolism
MD00G1050500	ko00220	Arginine biosynthesis	Metabolism
MD00G1050800	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD00G1050800	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD00G1051200	ko03013	RNA transport	Genetic Information Processing
MD00G1051500	ko04146	Peroxisome	Cellular Processes
MD00G1051500	ko04213	Longevity regulating pathway - multiple species	Organismal Systems
MD00G1051500	ko05014	Amyotrophic lateral sclerosis (ALS)	Human Diseases
MD00G1051500	ko05016	Huntington disease	Human Diseases
MD00G1051500	ko05020	Prion diseases	Human Diseases
MD00G1052500	ko00190	Oxidative phosphorylation	Metabolism
MD00G1052800	ko04144	Endocytosis	Cellular Processes
MD00G1052800	ko04972	Pancreatic secretion	Organismal Systems
MD00G1052800	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems
MD00G1052800	ko04961	Endocrine and other factor-regulated calcium reabsorption	Organismal Systems
MD00G1053300	ko00230	Purine metabolism	Metabolism
MD00G1053300	ko00240	Pyrimidine metabolism	Metabolism
MD00G1053300	ko03030	DNA replication	Genetic Information Processing
MD00G1053300	ko03410	Base excision repair	Genetic Information Processing
MD00G1053300	ko03420	Nucleotide excision repair	Genetic Information Processing
MD00G1053300	ko03430	Mismatch repair	Genetic Information Processing
MD00G1053300	ko03440	Homologous recombination	Genetic Information Processing
MD00G1053800	ko03040	Spliceosome	Genetic Information Processing
MD00G1053800	ko03018	RNA degradation	Genetic Information Processing
MD00G1054100	ko03030	DNA replication	Genetic Information Processing
MD00G1054100	ko03410	Base excision repair	Genetic Information Processing
MD00G1054100	ko03420	Nucleotide excision repair	Genetic Information Processing
MD00G1054100	ko03430	Mismatch repair	Genetic Information Processing
MD00G1054500	ko04146	Peroxisome	Cellular Processes
MD00G1055200	ko04140	Autophagy - animal	Cellular Processes
MD00G1055200	ko04138	Autophagy - yeast	Cellular Processes
MD00G1055200	ko04136	Autophagy - other	Cellular Processes
MD00G1055300	ko00020	Citrate cycle (TCA cycle)	Metabolism
MD00G1055300	ko00630	Glyoxylate and dicarboxylate metabolism	Metabolism
MD00G1056000	ko00380	Tryptophan metabolism	Metabolism
MD00G1056200	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD00G1056300	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD00G1059300	ko00062	Fatty acid elongation	Metabolism
MD00G1059400	ko00062	Fatty acid elongation	Metabolism
MD00G1059700	ko00900	Terpenoid backbone biosynthesis	Metabolism
MD00G1059700	ko04152	AMPK signaling pathway	Environmental Information Processing
MD00G1059700	ko04976	Bile secretion	Organismal Systems
MD00G1061700	ko00230	Purine metabolism	Metabolism
MD00G1061800	ko00860	Porphyrin and chlorophyll metabolism	Metabolism
MD00G1062100	ko00531	Glycosaminoglycan degradation	Metabolism
MD00G1062100	ko05205	Proteoglycans in cancer	Human Diseases
MD00G1062600	ko04010	MAPK signaling pathway	Environmental Information Processing
MD00G1062600	ko04064	NF-kappa B signaling pathway	Environmental Information Processing
MD00G1062600	ko04620	Toll-like receptor signaling pathway	Organismal Systems
MD00G1062600	ko04624	Toll and Imd signaling pathway	Organismal Systems
MD00G1062600	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD00G1062600	ko05133	Pertussis	Human Diseases
MD00G1062600	ko05152	Tuberculosis	Human Diseases
MD00G1062600	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD00G1062600	ko05162	Measles	Human Diseases
MD00G1062600	ko05169	Epstein-Barr virus infection	Human Diseases
MD00G1062600	ko05145	Toxoplasmosis	Human Diseases
MD00G1062600	ko05140	Leishmaniasis	Human Diseases
MD00G1062600	ko05142	Chagas disease (American trypanosomiasis)	Human Diseases
MD00G1062800	ko04010	MAPK signaling pathway	Environmental Information Processing
MD00G1062800	ko04064	NF-kappa B signaling pathway	Environmental Information Processing
MD00G1062800	ko04620	Toll-like receptor signaling pathway	Organismal Systems
MD00G1062800	ko04624	Toll and Imd signaling pathway	Organismal Systems
MD00G1062800	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD00G1062800	ko05133	Pertussis	Human Diseases
MD00G1062800	ko05152	Tuberculosis	Human Diseases
MD00G1062800	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD00G1062800	ko05162	Measles	Human Diseases
MD00G1062800	ko05169	Epstein-Barr virus infection	Human Diseases
MD00G1062800	ko05145	Toxoplasmosis	Human Diseases
MD00G1062800	ko05140	Leishmaniasis	Human Diseases
MD00G1062800	ko05142	Chagas disease (American trypanosomiasis)	Human Diseases
MD00G1063000	ko04010	MAPK signaling pathway	Environmental Information Processing
MD00G1063000	ko04064	NF-kappa B signaling pathway	Environmental Information Processing
MD00G1063000	ko04620	Toll-like receptor signaling pathway	Organismal Systems
MD00G1063000	ko04624	Toll and Imd signaling pathway	Organismal Systems
MD00G1063000	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD00G1063000	ko05133	Pertussis	Human Diseases
MD00G1063000	ko05152	Tuberculosis	Human Diseases
MD00G1063000	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD00G1063000	ko05162	Measles	Human Diseases
MD00G1063000	ko05169	Epstein-Barr virus infection	Human Diseases
MD00G1063000	ko05145	Toxoplasmosis	Human Diseases
MD00G1063000	ko05140	Leishmaniasis	Human Diseases
MD00G1063000	ko05142	Chagas disease (American trypanosomiasis)	Human Diseases
MD00G1064400	ko04020	Calcium signaling pathway	Environmental Information Processing
MD00G1064400	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD00G1064400	ko04216	Ferroptosis	Cellular Processes
MD00G1064400	ko04217	Necroptosis	Cellular Processes
MD00G1064400	ko04218	Cellular senescence	Cellular Processes
MD00G1064400	ko04621	NOD-like receptor signaling pathway	Organismal Systems
MD00G1064400	ko04979	Cholesterol metabolism	Organismal Systems
MD00G1064400	ko05012	Parkinson disease	Human Diseases
MD00G1064400	ko05016	Huntington disease	Human Diseases
MD00G1064400	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD00G1064800	ko00061	Fatty acid biosynthesis	Metabolism
MD00G1064800	ko00780	Biotin metabolism	Metabolism
MD00G1065200	ko00905	Brassinosteroid biosynthesis	Metabolism
MD00G1066000	ko00062	Fatty acid elongation	Metabolism
MD00G1066600	ko00230	Purine metabolism	Metabolism
MD00G1066600	ko00250	Alanine, aspartate and glutamate metabolism	Metabolism
MD00G1066700	ko00190	Oxidative phosphorylation	Metabolism
MD00G1066700	ko04714	Thermogenesis	Organismal Systems
MD00G1067000	ko03010	Ribosome	Genetic Information Processing
MD00G1067200	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD00G1067900	ko00910	Nitrogen metabolism	Metabolism
MD00G1068100	ko04391	Hippo signaling pathway - fly	Environmental Information Processing
MD00G1068300	ko00310	Lysine degradation	Metabolism
MD00G1068300	ko04211	Longevity regulating pathway	Organismal Systems
MD00G1068500	ko00710	Carbon fixation in photosynthetic organisms	Metabolism
MD00G1069800	ko05014	Amyotrophic lateral sclerosis (ALS)	Human Diseases
MD00G1070500	ko00040	Pentose and glucuronate interconversions	Metabolism
MD00G1070600	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD00G1070600	ko00051	Fructose and mannose metabolism	Metabolism
MD00G1070600	ko00562	Inositol phosphate metabolism	Metabolism
MD00G1070600	ko00710	Carbon fixation in photosynthetic organisms	Metabolism
MD00G1071000	ko00480	Glutathione metabolism	Metabolism
MD00G1071100	ko00480	Glutathione metabolism	Metabolism
MD00G1071300	ko03008	Ribosome biogenesis in eukaryotes	Genetic Information Processing
MD00G1071700	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism
MD00G1072300	ko03040	Spliceosome	Genetic Information Processing
MD00G1074000	ko00053	Ascorbate and aldarate metabolism	Metabolism
MD00G1074600	ko00906	Carotenoid biosynthesis	Metabolism
MD00G1074700	ko00906	Carotenoid biosynthesis	Metabolism
MD00G1075000	ko00040	Pentose and glucuronate interconversions	Metabolism
MD00G1075000	ko00053	Ascorbate and aldarate metabolism	Metabolism
MD00G1075000	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD00G1075300	ko04626	Plant-pathogen interaction	Organismal Systems
MD00G1075500	ko00195	Photosynthesis	Metabolism
MD00G1076300	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD00G1076300	ko04145	Phagosome	Cellular Processes
MD00G1076300	ko04612	Antigen processing and presentation	Organismal Systems
MD00G1076300	ko04918	Thyroid hormone synthesis	Organismal Systems
MD00G1076300	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD00G1076400	ko05203	Viral carcinogenesis	Human Diseases
MD00G1076800	ko00562	Inositol phosphate metabolism	Metabolism
MD00G1076800	ko04070	Phosphatidylinositol signaling system	Environmental Information Processing
MD00G1076800	ko04138	Autophagy - yeast	Cellular Processes
MD00G1077000	ko04144	Endocytosis	Cellular Processes
MD00G1077000	ko04972	Pancreatic secretion	Organismal Systems
MD00G1077000	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems
MD00G1077000	ko04961	Endocrine and other factor-regulated calcium reabsorption	Organismal Systems
MD00G1077100	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD00G1077100	ko04110	Cell cycle	Cellular Processes
MD00G1077100	ko04111	Cell cycle - yeast	Cellular Processes
MD00G1077100	ko04113	Meiosis - yeast	Cellular Processes
MD00G1077100	ko04114	Oocyte meiosis	Cellular Processes
MD00G1077100	ko04914	Progesterone-mediated oocyte maturation	Organismal Systems
MD00G1077100	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD00G1077500	ko00510	N-Glycan biosynthesis	Metabolism
MD00G1077500	ko00513	Various types of N-glycan biosynthesis	Metabolism
MD00G1077900	ko00510	N-Glycan biosynthesis	Metabolism
MD00G1077900	ko00513	Various types of N-glycan biosynthesis	Metabolism
MD00G1078000	ko00510	N-Glycan biosynthesis	Metabolism
MD00G1078000	ko00513	Various types of N-glycan biosynthesis	Metabolism
MD00G1078100	ko00562	Inositol phosphate metabolism	Metabolism
MD00G1078100	ko04070	Phosphatidylinositol signaling system	Environmental Information Processing
MD00G1078100	ko04145	Phagosome	Cellular Processes
MD00G1078100	ko04810	Regulation of actin cytoskeleton	Cellular Processes
MD00G1078400	ko04144	Endocytosis	Cellular Processes
MD00G1079100	ko04010	MAPK signaling pathway	Environmental Information Processing
MD00G1079100	ko04064	NF-kappa B signaling pathway	Environmental Information Processing
MD00G1079100	ko04620	Toll-like receptor signaling pathway	Organismal Systems
MD00G1079100	ko04624	Toll and Imd signaling pathway	Organismal Systems
MD00G1079100	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD00G1079100	ko05133	Pertussis	Human Diseases
MD00G1079100	ko05152	Tuberculosis	Human Diseases
MD00G1079100	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD00G1079100	ko05162	Measles	Human Diseases
MD00G1079100	ko05169	Epstein-Barr virus infection	Human Diseases
MD00G1079100	ko05145	Toxoplasmosis	Human Diseases
MD00G1079100	ko05140	Leishmaniasis	Human Diseases
MD00G1079100	ko05142	Chagas disease (American trypanosomiasis)	Human Diseases
MD00G1079300	ko03040	Spliceosome	Genetic Information Processing
MD00G1079900	ko03040	Spliceosome	Genetic Information Processing
MD00G1080000	ko04010	MAPK signaling pathway	Environmental Information Processing
MD00G1080000	ko04064	NF-kappa B signaling pathway	Environmental Information Processing
MD00G1080000	ko04620	Toll-like receptor signaling pathway	Organismal Systems
MD00G1080000	ko04624	Toll and Imd signaling pathway	Organismal Systems
MD00G1080000	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD00G1080000	ko05133	Pertussis	Human Diseases
MD00G1080000	ko05152	Tuberculosis	Human Diseases
MD00G1080000	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD00G1080000	ko05162	Measles	Human Diseases
MD00G1080000	ko05169	Epstein-Barr virus infection	Human Diseases
MD00G1080000	ko05145	Toxoplasmosis	Human Diseases
MD00G1080000	ko05140	Leishmaniasis	Human Diseases
MD00G1080000	ko05142	Chagas disease (American trypanosomiasis)	Human Diseases
MD00G1080100	ko00071	Fatty acid degradation	Metabolism
MD00G1080100	ko00592	alpha-Linolenic acid metabolism	Metabolism
MD00G1080100	ko01040	Biosynthesis of unsaturated fatty acids	Metabolism
MD00G1080100	ko04024	cAMP signaling pathway	Environmental Information Processing
MD00G1080100	ko04146	Peroxisome	Cellular Processes
MD00G1080100	ko03320	PPAR signaling pathway	Organismal Systems
MD00G1080500	ko00300	Lysine biosynthesis	Metabolism
MD00G1080600	ko00300	Lysine biosynthesis	Metabolism
MD00G1080700	ko00230	Purine metabolism	Metabolism
MD00G1080700	ko00250	Alanine, aspartate and glutamate metabolism	Metabolism
MD00G1080800	ko00100	Steroid biosynthesis	Metabolism
MD00G1080800	ko00909	Sesquiterpenoid and triterpenoid biosynthesis	Metabolism
MD00G1081700	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD00G1081900	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD00G1081900	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing
MD00G1081900	ko04217	Necroptosis	Cellular Processes
MD00G1081900	ko04621	NOD-like receptor signaling pathway	Organismal Systems
MD00G1081900	ko04612	Antigen processing and presentation	Organismal Systems
MD00G1081900	ko04659	Th17 cell differentiation	Organismal Systems
MD00G1081900	ko04657	IL-17 signaling pathway	Organismal Systems
MD00G1081900	ko04915	Estrogen signaling pathway	Organismal Systems
MD00G1081900	ko04914	Progesterone-mediated oocyte maturation	Organismal Systems
MD00G1081900	ko04626	Plant-pathogen interaction	Organismal Systems
MD00G1081900	ko05200	Pathways in cancer	Human Diseases
MD00G1081900	ko05215	Prostate cancer	Human Diseases
MD00G1081900	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD00G1083300	ko00982	Drug metabolism - cytochrome P450	Metabolism
MD00G1083500	ko00982	Drug metabolism - cytochrome P450	Metabolism
MD00G1083600	ko00982	Drug metabolism - cytochrome P450	Metabolism
MD00G1083900	ko00561	Glycerolipid metabolism	Metabolism
MD00G1083900	ko00564	Glycerophospholipid metabolism	Metabolism
MD00G1084000	ko03010	Ribosome	Genetic Information Processing
MD00G1084500	ko00908	Zeatin biosynthesis	Metabolism
MD00G1084500	ko04142	Lysosome	Cellular Processes
MD00G1084500	ko04210	Apoptosis	Cellular Processes
MD00G1084500	ko04144	Endocytosis	Cellular Processes
MD00G1084500	ko04137	Mitophagy - animal	Cellular Processes
MD00G1084500	ko04934	Cushing syndrome	Human Diseases
MD00G1084600	ko04072	Phospholipase D signaling pathway	Environmental Information Processing
MD00G1084600	ko04144	Endocytosis	Cellular Processes
MD00G1084600	ko04961	Endocrine and other factor-regulated calcium reabsorption	Organismal Systems
MD00G1084600	ko04721	Synaptic vesicle cycle	Organismal Systems
MD00G1084600	ko05100	Bacterial invasion of epithelial cells	Human Diseases
MD00G1084800	ko05146	Amoebiasis	Human Diseases
MD00G1085100	ko00240	Pyrimidine metabolism	Metabolism
MD00G1085500	ko00190	Oxidative phosphorylation	Metabolism
MD00G1085500	ko04145	Phagosome	Cellular Processes
MD00G1085500	ko04142	Lysosome	Cellular Processes
MD00G1085500	ko04966	Collecting duct acid secretion	Organismal Systems
